from_dbid,relation,to_dbid
DB00503,INTERACT,DB05266
DB00503,INTERACT,DB11792
DB00503,INTERACT,DB00897
DB00503,INTERACT,DB00683
DB00503,INTERACT,DB00346
DB00503,INTERACT,DB00243
DB00503,INTERACT,DB04855
DB00503,INTERACT,DB01195
DB00503,INTERACT,DB01182
DB00503,INTERACT,DB06228
DB00503,INTERACT,DB08815
DB00503,INTERACT,DB01100
DB00503,INTERACT,DB00589
DB00503,INTERACT,DB04829
DB00503,INTERACT,DB11273
DB00503,INTERACT,DB13345
DB00503,INTERACT,DB13385
DB00503,INTERACT,DB00699
DB00503,INTERACT,DB01186
DB00503,INTERACT,DB00247
DB00503,INTERACT,DB00248
DB00503,INTERACT,DB00320
DB00503,INTERACT,DB00353
DB00503,INTERACT,DB00696
DB00503,INTERACT,DB01049
DB00503,INTERACT,DB01200
DB00503,INTERACT,DB01253
DB00503,INTERACT,DB13399
DB00503,INTERACT,DB13520
DB00503,INTERACT,DB00227
DB00503,INTERACT,DB08827
DB00503,INTERACT,DB00224
DB00503,INTERACT,DB01319
DB00503,INTERACT,DB00454
DB00503,INTERACT,DB08870
DB00503,INTERACT,DB01590
DB00503,INTERACT,DB09101
DB00503,INTERACT,DB04957
DB00503,INTERACT,DB00280
DB00503,INTERACT,DB00365
DB00503,INTERACT,DB00468
DB00503,INTERACT,DB00539
DB00503,INTERACT,DB00619
DB00503,INTERACT,DB01184
DB00503,INTERACT,DB01218
DB00503,INTERACT,DB01244
DB00503,INTERACT,DB01624
DB00503,INTERACT,DB05294
DB00503,INTERACT,DB06176
DB00503,INTERACT,DB06216
DB00503,INTERACT,DB06708
DB00503,INTERACT,DB09083
DB00503,INTERACT,DB11978
DB00503,INTERACT,DB13074
DB00503,INTERACT,DB13725
DB00503,INTERACT,DB08864
DB00503,INTERACT,DB00286
DB00503,INTERACT,DB09317
DB00503,INTERACT,DB09318
DB00503,INTERACT,DB09381
DB00503,INTERACT,DB13952
DB00503,INTERACT,DB00295
DB00503,INTERACT,DB01192
DB00503,INTERACT,DB00342
DB00503,INTERACT,DB00458
DB00503,INTERACT,DB00490
DB00503,INTERACT,DB00496
DB00503,INTERACT,DB00540
DB00503,INTERACT,DB00575
DB00503,INTERACT,DB00637
DB00503,INTERACT,DB01242
DB00503,INTERACT,DB00343
DB00503,INTERACT,DB00281
DB00503,INTERACT,DB00502
DB00503,INTERACT,DB00514
DB00503,INTERACT,DB00675
DB00503,INTERACT,DB00731
DB00503,INTERACT,DB00734
DB00503,INTERACT,DB00904
DB00503,INTERACT,DB00921
DB00503,INTERACT,DB01114
DB00503,INTERACT,DB01115
DB00503,INTERACT,DB01142
DB00503,INTERACT,DB00199
DB00503,INTERACT,DB00238
DB00503,INTERACT,DB00444
DB00503,INTERACT,DB00497
DB00503,INTERACT,DB00499
DB00503,INTERACT,DB00608
DB00503,INTERACT,DB00701
DB00503,INTERACT,DB00741
DB00503,INTERACT,DB00758
DB00503,INTERACT,DB00773
DB00503,INTERACT,DB00909
DB00503,INTERACT,DB00962
DB00503,INTERACT,DB00972
DB00503,INTERACT,DB00976
DB00503,INTERACT,DB01054
DB00503,INTERACT,DB01058
DB00503,INTERACT,DB01062
DB00503,INTERACT,DB01095
DB00503,INTERACT,DB01098
DB00503,INTERACT,DB01103
DB00503,INTERACT,DB01216
DB00503,INTERACT,DB01248
DB00503,INTERACT,DB01268
DB00503,INTERACT,DB06403
DB00503,INTERACT,DB06419
DB00503,INTERACT,DB06652
DB00503,INTERACT,DB08865
DB00503,INTERACT,DB08906
DB00503,INTERACT,DB09054
DB00503,INTERACT,DB09065
DB00503,INTERACT,DB09068
DB00503,INTERACT,DB09231
DB00503,INTERACT,DB11574
DB00503,INTERACT,DB11586
DB00503,INTERACT,DB11737
DB00503,INTERACT,DB11915
DB00503,INTERACT,DB12161
DB00503,INTERACT,DB12301
DB00503,INTERACT,DB12483
DB00503,INTERACT,DB13867
DB00503,INTERACT,DB14538
DB00503,INTERACT,DB14539
DB00503,INTERACT,DB14541
DB00503,INTERACT,DB14542
DB00503,INTERACT,DB01149
DB00503,INTERACT,DB13179
DB00503,INTERACT,DB11703
DB00503,INTERACT,DB00250
DB00503,INTERACT,DB00338
DB00503,INTERACT,DB00347
DB00503,INTERACT,DB00359
DB00503,INTERACT,DB00363
DB00503,INTERACT,DB00398
DB00503,INTERACT,DB00412
DB00503,INTERACT,DB00439
DB00503,INTERACT,DB00448
DB00503,INTERACT,DB00482
DB00503,INTERACT,DB00495
DB00503,INTERACT,DB00586
DB00503,INTERACT,DB00617
DB00503,INTERACT,DB00622
DB00503,INTERACT,DB00661
DB00503,INTERACT,DB00688
DB00503,INTERACT,DB00755
DB00503,INTERACT,DB00836
DB00503,INTERACT,DB00857
DB00503,INTERACT,DB00912
DB00503,INTERACT,DB01037
DB00503,INTERACT,DB01050
DB00503,INTERACT,DB01221
DB00503,INTERACT,DB01261
DB00503,INTERACT,DB01424
DB00503,INTERACT,DB01435
DB00503,INTERACT,DB06605
DB00503,INTERACT,DB06670
DB00503,INTERACT,DB06738
DB00503,INTERACT,DB06739
DB00503,INTERACT,DB08912
DB00503,INTERACT,DB08922
DB00503,INTERACT,DB09198
DB00503,INTERACT,DB09199
DB00503,INTERACT,DB09200
DB00503,INTERACT,DB09201
DB00503,INTERACT,DB09570
DB00503,INTERACT,DB11362
DB00503,INTERACT,DB11613
DB00503,INTERACT,DB12026
DB00503,INTERACT,DB12781
DB00503,INTERACT,DB13874
DB00503,INTERACT,DB13943
DB00503,INTERACT,DB13946
DB00503,INTERACT,DB13955
DB00503,INTERACT,DB11637
DB00503,INTERACT,DB01198
DB00503,INTERACT,DB00169
DB00503,INTERACT,DB00176
DB00503,INTERACT,DB00185
DB00503,INTERACT,DB00186
DB00503,INTERACT,DB00188
DB00503,INTERACT,DB00191
DB00503,INTERACT,DB00207
DB00503,INTERACT,DB00285
DB00503,INTERACT,DB00297
DB00503,INTERACT,DB00317
DB00503,INTERACT,DB00318
DB00503,INTERACT,DB00349
DB00503,INTERACT,DB00356
DB00503,INTERACT,DB00377
DB00503,INTERACT,DB00379
DB00503,INTERACT,DB00420
DB00503,INTERACT,DB00433
DB00503,INTERACT,DB00477
DB00503,INTERACT,DB00518
DB00503,INTERACT,DB00567
DB00503,INTERACT,DB00568
DB00503,INTERACT,DB00647
DB00503,INTERACT,DB00674
DB00503,INTERACT,DB00706
DB00503,INTERACT,DB00715
DB00503,INTERACT,DB00757
DB00503,INTERACT,DB00843
DB00503,INTERACT,DB01028
DB00503,INTERACT,DB01039
DB00503,INTERACT,DB01074
DB00503,INTERACT,DB01087
DB00503,INTERACT,DB01104
DB00503,INTERACT,DB01136
DB00503,INTERACT,DB01392
DB00503,INTERACT,DB01409
DB00503,INTERACT,DB01410
DB00503,INTERACT,DB01411
DB00503,INTERACT,DB01431
DB00503,INTERACT,DB01466
DB00503,INTERACT,DB01551
DB00503,INTERACT,DB01591
DB00503,INTERACT,DB01621
DB00503,INTERACT,DB01656
DB00503,INTERACT,DB02703
DB00503,INTERACT,DB03783
DB00503,INTERACT,DB04841
DB00503,INTERACT,DB04861
DB00503,INTERACT,DB04871
DB00503,INTERACT,DB04884
DB00503,INTERACT,DB04905
DB00503,INTERACT,DB04920
DB00503,INTERACT,DB05239
DB00503,INTERACT,DB05271
DB00503,INTERACT,DB05812
DB00503,INTERACT,DB06016
DB00503,INTERACT,DB06144
DB00503,INTERACT,DB06148
DB00503,INTERACT,DB06203
DB00503,INTERACT,DB06218
DB00503,INTERACT,DB06292
DB00503,INTERACT,DB09030
DB00503,INTERACT,DB09034
DB00503,INTERACT,DB09048
DB00503,INTERACT,DB09071
DB00503,INTERACT,DB09079
DB00503,INTERACT,DB09195
DB00503,INTERACT,DB09238
DB00503,INTERACT,DB09291
DB00503,INTERACT,DB09299
DB00503,INTERACT,DB09555
DB00503,INTERACT,DB11094
DB00503,INTERACT,DB11130
DB00503,INTERACT,DB11614
DB00503,INTERACT,DB11963
DB00503,INTERACT,DB12141
DB00503,INTERACT,DB12245
DB00503,INTERACT,DB12332
DB00503,INTERACT,DB12515
DB00503,INTERACT,DB12952
DB00503,INTERACT,DB13293
DB00503,INTERACT,DB14009
DB00503,INTERACT,DB01233
DB00503,INTERACT,DB04896
DB00503,INTERACT,DB08918
DB00503,INTERACT,DB11757
DB00503,INTERACT,DB04856
DB00503,INTERACT,DB00220
DB00503,INTERACT,DB00612
DB00503,INTERACT,DB01234
DB00503,INTERACT,DB01263
DB00503,INTERACT,DB05039
DB00503,INTERACT,DB08910
DB00503,INTERACT,DB11575
DB00503,INTERACT,DB11641
DB00503,INTERACT,DB11817
DB00503,INTERACT,DB12500
DB00503,INTERACT,DB14723
DB00503,INTERACT,DB00624
DB00503,INTERACT,DB01016
DB00503,INTERACT,DB01388
DB00503,INTERACT,DB01583
DB00503,INTERACT,DB00528
DB00503,INTERACT,DB00620
DB00503,INTERACT,DB06697
DB00503,INTERACT,DB09061
DB00503,INTERACT,DB14011
DB00503,INTERACT,DB06654
DB00503,INTERACT,DB00745
DB00503,INTERACT,DB00764
DB00503,INTERACT,DB01380
DB00503,INTERACT,DB01384
DB00503,INTERACT,DB06595
DB00503,INTERACT,DB08970
DB00503,INTERACT,DB08971
DB00503,INTERACT,DB09383
DB00503,INTERACT,DB11487
DB00503,INTERACT,DB11750
DB00503,INTERACT,DB13208
DB00503,INTERACT,DB14512
DB00503,INTERACT,DB14631
DB00503,INTERACT,DB14669
DB00503,INTERACT,DB00980
DB00503,INTERACT,DB05351
DB00503,INTERACT,DB09166
DB00503,INTERACT,DB01012
DB00503,INTERACT,DB00889
DB00503,INTERACT,DB04825
DB00503,INTERACT,DB04842
DB00503,INTERACT,DB08980
DB00503,INTERACT,DB08992
DB00503,INTERACT,DB13500
DB00503,INTERACT,DB13791
DB00503,INTERACT,DB00471
DB00503,INTERACT,DB00180
DB00503,INTERACT,DB00687
DB00503,INTERACT,DB01285
DB00503,INTERACT,DB09378
DB00503,INTERACT,DB11529
DB00503,INTERACT,DB00808
DB00503,INTERACT,DB00825
DB00503,INTERACT,DB06282
DB00503,INTERACT,DB09082
DB00503,INTERACT,DB09089
DB00503,INTERACT,DB09090
DB00503,INTERACT,DB09229
DB00503,INTERACT,DB09235
DB00503,INTERACT,DB09236
DB00503,INTERACT,DB12093
DB00503,INTERACT,DB13488
DB00503,INTERACT,DB13766
DB00503,INTERACT,DB00911
DB00503,INTERACT,DB00906
DB00503,INTERACT,DB01241
DB00503,INTERACT,DB11799
DB00503,INTERACT,DB00636
DB00503,INTERACT,DB00982
DB00503,INTERACT,DB01006
DB00503,INTERACT,DB01393
DB00503,INTERACT,DB00470
DB00503,INTERACT,DB15091
DB00503,INTERACT,DB12887
DB00503,INTERACT,DB00673
DB00503,INTERACT,DB01222
DB00503,INTERACT,DB06717
DB00503,INTERACT,DB08882
DB00503,INTERACT,DB01267
DB00503,INTERACT,DB00997
DB00503,INTERACT,DB00213
DB00503,INTERACT,DB00394
DB00503,INTERACT,DB00602
DB00503,INTERACT,DB08828
DB00503,INTERACT,DB08896
DB00503,INTERACT,DB01128
DB00503,INTERACT,DB01611
DB00503,INTERACT,DB00635
DB00503,INTERACT,DB00234
DB00503,INTERACT,DB00358
DB00503,INTERACT,DB00361
DB00503,INTERACT,DB00270
DB00503,INTERACT,DB00455
DB00503,INTERACT,DB00678
DB00503,INTERACT,DB00736
DB00503,INTERACT,DB01229
DB00503,INTERACT,DB00401
DB00503,INTERACT,DB00571
DB00503,INTERACT,DB00877
DB00503,INTERACT,DB01023
DB00503,INTERACT,DB01181
DB00503,INTERACT,DB01227
DB00503,INTERACT,DB06287
DB00503,INTERACT,DB08883
DB00503,INTERACT,DB00443
DB00503,INTERACT,DB00402
DB00503,INTERACT,DB00946
DB00503,INTERACT,DB09288
DB00503,INTERACT,DB00865
DB00503,INTERACT,DB01159
DB00503,INTERACT,DB01236
DB00503,INTERACT,DB01544
DB00503,INTERACT,DB01559
DB00503,INTERACT,DB04938
DB00503,INTERACT,DB04975
DB00503,INTERACT,DB05541
DB00503,INTERACT,DB06209
DB00503,INTERACT,DB06470
DB00503,INTERACT,DB06710
DB00503,INTERACT,DB11823
DB00503,INTERACT,DB00907
DB00503,INTERACT,DB00296
DB00503,INTERACT,DB00316
DB00503,INTERACT,DB00370
DB00503,INTERACT,DB00533
DB00503,INTERACT,DB00744
DB00503,INTERACT,DB00898
DB00503,INTERACT,DB00924
DB00503,INTERACT,DB00969
DB00503,INTERACT,DB01002
DB00503,INTERACT,DB01223
DB00503,INTERACT,DB01628
DB00503,INTERACT,DB05676
DB00503,INTERACT,DB09225
DB00503,INTERACT,DB11919
DB00503,INTERACT,DB00307
DB00503,INTERACT,DB00440
DB00503,INTERACT,DB00580
DB00503,INTERACT,DB00814
DB00503,INTERACT,DB01154
DB00503,INTERACT,DB01589
DB00503,INTERACT,DB07615
DB00503,INTERACT,DB08439
DB00503,INTERACT,DB13941
DB00503,INTERACT,DB15233
DB00503,INTERACT,DB00860
DB00503,INTERACT,DB00959
DB00503,INTERACT,DB04630
DB00503,INTERACT,DB00136
DB00503,INTERACT,DB00163
DB00503,INTERACT,DB00204
DB00503,INTERACT,DB00240
DB00503,INTERACT,DB00253
DB00503,INTERACT,DB00254
DB00503,INTERACT,DB00288
DB00503,INTERACT,DB00309
DB00503,INTERACT,DB00324
DB00503,INTERACT,DB00337
DB00503,INTERACT,DB00378
DB00503,INTERACT,DB00393
DB00503,INTERACT,DB00546
DB00503,INTERACT,DB00591
DB00503,INTERACT,DB00593
DB00503,INTERACT,DB00663
DB00503,INTERACT,DB00724
DB00503,INTERACT,DB00751
DB00503,INTERACT,DB00759
DB00503,INTERACT,DB00778
DB00503,INTERACT,DB00846
DB00503,INTERACT,DB00872
DB00503,INTERACT,DB00896
DB00503,INTERACT,DB00910
DB00503,INTERACT,DB00949
DB00503,INTERACT,DB00990
DB00503,INTERACT,DB01008
DB00503,INTERACT,DB01013
DB00503,INTERACT,DB01047
DB00503,INTERACT,DB01068
DB00503,INTERACT,DB01105
DB00503,INTERACT,DB01130
DB00503,INTERACT,DB01134
DB00503,INTERACT,DB01138
DB00503,INTERACT,DB01173
DB00503,INTERACT,DB01175
DB00503,INTERACT,DB01194
DB00503,INTERACT,DB01196
DB00503,INTERACT,DB01260
DB00503,INTERACT,DB01349
DB00503,INTERACT,DB01396
DB00503,INTERACT,DB01420
DB00503,INTERACT,DB01456
DB00503,INTERACT,DB01536
DB00503,INTERACT,DB01587
DB00503,INTERACT,DB01588
DB00503,INTERACT,DB01595
DB00503,INTERACT,DB01708
DB00503,INTERACT,DB02187
DB00503,INTERACT,DB02789
DB00503,INTERACT,DB03515
DB00503,INTERACT,DB03701
DB00503,INTERACT,DB04572
DB00503,INTERACT,DB04652
DB00503,INTERACT,DB04743
DB00503,INTERACT,DB04828
DB00503,INTERACT,DB04833
DB00503,INTERACT,DB04838
DB00503,INTERACT,DB04845
DB00503,INTERACT,DB04934
DB00503,INTERACT,DB05212
DB00503,INTERACT,DB05482
DB00503,INTERACT,DB05885
DB00503,INTERACT,DB06152
DB00503,INTERACT,DB06155
DB00503,INTERACT,DB06212
DB00503,INTERACT,DB06446
DB00503,INTERACT,DB06685
DB00503,INTERACT,DB06700
DB00503,INTERACT,DB06712
DB00503,INTERACT,DB06742
DB00503,INTERACT,DB06762
DB00503,INTERACT,DB06777
DB00503,INTERACT,DB06780
DB00503,INTERACT,DB06781
DB00503,INTERACT,DB06786
DB00503,INTERACT,DB08794
DB00503,INTERACT,DB08833
DB00503,INTERACT,DB08838
DB00503,INTERACT,DB08932
DB00503,INTERACT,DB08953
DB00503,INTERACT,DB09017
DB00503,INTERACT,DB09026
DB00503,INTERACT,DB09095
DB00503,INTERACT,DB09124
DB00503,INTERACT,DB09143
DB00503,INTERACT,DB09216
DB00503,INTERACT,DB09223
DB00503,INTERACT,DB09230
DB00503,INTERACT,DB09232
DB00503,INTERACT,DB09234
DB00503,INTERACT,DB09239
DB00503,INTERACT,DB09240
DB00503,INTERACT,DB09262
DB00503,INTERACT,DB09289
DB00503,INTERACT,DB11251
DB00503,INTERACT,DB11274
DB00503,INTERACT,DB11635
DB00503,INTERACT,DB11742
DB00503,INTERACT,DB11942
DB00503,INTERACT,DB11960
DB00503,INTERACT,DB12092
DB00503,INTERACT,DB12131
DB00503,INTERACT,DB12278
DB00503,INTERACT,DB12329
DB00503,INTERACT,DB12537
DB00503,INTERACT,DB12629
DB00503,INTERACT,DB12923
DB00503,INTERACT,DB13158
DB00503,INTERACT,DB13347
DB00503,INTERACT,DB13456
DB00503,INTERACT,DB13602
DB00503,INTERACT,DB13609
DB00503,INTERACT,DB13746
DB00503,INTERACT,DB13835
DB00503,INTERACT,DB13950
DB00503,INTERACT,DB13961
DB00503,INTERACT,DB14019
DB00503,INTERACT,DB14063
DB00503,INTERACT,DB14064
DB00503,INTERACT,DB14065
DB00503,INTERACT,DB14066
DB00503,INTERACT,DB14068
DB00503,INTERACT,DB14540
DB00503,INTERACT,DB14543
DB00503,INTERACT,DB14544
DB00503,INTERACT,DB14545
DB00503,INTERACT,DB14570
DB00503,INTERACT,DB15566
DB00503,INTERACT,DB00563
DB00503,INTERACT,DB15685
DB00503,INTERACT,DB15822
DB00503,INTERACT,DB14761
DB00503,INTERACT,DB06448
DB00503,INTERACT,DB14649
DB00503,INTERACT,DB00747
DB00503,INTERACT,DB12235
DB00503,INTERACT,DB12543
DB00503,INTERACT,DB16703
DB00503,INTERACT,DB00656
DB00503,INTERACT,DB11979
DB00503,INTERACT,DB12010
DB00503,INTERACT,DB00628
DB00503,INTERACT,DB00829
DB00503,INTERACT,DB01215
DB00503,INTERACT,DB00690
DB00503,INTERACT,DB00425
DB00503,INTERACT,DB01577
DB00503,INTERACT,DB01232
DB00503,INTERACT,DB00932
DB00503,INTERACT,DB11718
DB00503,INTERACT,DB14568
DB00503,INTERACT,DB09053
DB00503,INTERACT,DB11581
DB00503,INTERACT,DB13879
DB00503,INTERACT,DB13878
DB00503,INTERACT,DB06290
DB00503,INTERACT,DB00472
DB00503,INTERACT,DB11932
DB00503,INTERACT,DB14881
DB00503,INTERACT,DB15982
DB00503,INTERACT,DB11853
DB00503,INTERACT,DB15133
DB00503,INTERACT,DB12016
DB00503,INTERACT,DB12151
DB00503,INTERACT,DB00762
DB00503,INTERACT,DB01036
DB00503,INTERACT,DB08931
DB00503,INTERACT,DB00588
DB00503,INTERACT,DB09280
DB00503,INTERACT,DB12371
DB00503,INTERACT,DB12240
DB00503,INTERACT,DB11921
DB00503,INTERACT,DB05154
DB00503,INTERACT,DB15444
DB00503,INTERACT,DB13007
DB00503,INTERACT,DB12941
DB00503,INTERACT,DB06077
DB00503,INTERACT,DB15328
DB00503,INTERACT,DB11837
DB00503,INTERACT,DB11828
DB00503,INTERACT,DB11689
DB00503,INTERACT,DB15102
DB00503,INTERACT,DB14840
DB00503,INTERACT,DB12674
DB00503,INTERACT,DB05316
DB00503,INTERACT,DB12471
DB00503,INTERACT,DB16165
DB00503,INTERACT,DB11753
DB00503,INTERACT,DB00312
DB00503,INTERACT,DB00794
DB00503,INTERACT,DB00648
DB00503,INTERACT,DB11951
DB00503,INTERACT,DB11791
DB00503,INTERACT,DB15463
DB00503,INTERACT,DB12265
DB00503,INTERACT,DB16732
DB00503,INTERACT,DB16390
DB00503,INTERACT,DB16098
DB00503,INTERACT,DB15011
DB00503,INTERACT,DB12597
DB00503,INTERACT,DB06234
DB00503,INTERACT,DB14960
DB00503,INTERACT,DB16691
DB00503,INTERACT,DB00206
DB00503,INTERACT,DB01586
DB00503,INTERACT,DB02659
DB00503,INTERACT,DB14057
DB00503,INTERACT,DB00275
DB00503,INTERACT,DB06207
DB00503,INTERACT,DB09039
DB00503,INTERACT,DB01048
DB00503,INTERACT,DB00813
DB00503,INTERACT,DB04946
DB00503,INTERACT,DB01256
DB00503,INTERACT,DB08895
DB00503,INTERACT,DB00252
DB00503,INTERACT,DB01320
DB00503,INTERACT,DB00333
DB00503,INTERACT,DB00289
DB00503,INTERACT,DB01118
DB00503,INTERACT,DB01238
DB00503,INTERACT,DB14185
DB00503,INTERACT,DB01117
DB00503,INTERACT,DB08873
DB00503,INTERACT,DB06414
DB00503,INTERACT,DB00555
DB00503,INTERACT,DB01131
DB00503,INTERACT,DB05521
DB00503,INTERACT,DB00582
DB00503,INTERACT,DB00682
DB00503,INTERACT,DB01418
DB00503,INTERACT,DB08496
DB00503,INTERACT,DB08735
DB00503,INTERACT,DB08736
DB00503,INTERACT,DB14055
DB00503,INTERACT,DB01045
DB00503,INTERACT,DB01076
DB00503,INTERACT,DB10532
DB00503,INTERACT,DB00030
DB00503,INTERACT,DB00046
DB00503,INTERACT,DB00047
DB00503,INTERACT,DB00071
DB00503,INTERACT,DB00222
DB00503,INTERACT,DB00284
DB00503,INTERACT,DB00414
DB00503,INTERACT,DB00491
DB00503,INTERACT,DB00672
DB00503,INTERACT,DB00839
DB00503,INTERACT,DB01015
DB00503,INTERACT,DB01120
DB00503,INTERACT,DB01251
DB00503,INTERACT,DB01252
DB00503,INTERACT,DB01276
DB00503,INTERACT,DB01277
DB00503,INTERACT,DB01278
DB00503,INTERACT,DB01289
DB00503,INTERACT,DB01306
DB00503,INTERACT,DB01307
DB00503,INTERACT,DB01309
DB00503,INTERACT,DB01382
DB00503,INTERACT,DB01700
DB00503,INTERACT,DB04830
DB00503,INTERACT,DB04876
DB00503,INTERACT,DB04878
DB00503,INTERACT,DB05115
DB00503,INTERACT,DB06011
DB00503,INTERACT,DB06127
DB00503,INTERACT,DB06655
DB00503,INTERACT,DB08382
DB00503,INTERACT,DB08962
DB00503,INTERACT,DB09022
DB00503,INTERACT,DB09038
DB00503,INTERACT,DB09043
DB00503,INTERACT,DB09045
DB00503,INTERACT,DB09265
DB00503,INTERACT,DB09456
DB00503,INTERACT,DB09564
DB00503,INTERACT,DB11567
DB00503,INTERACT,DB11568
DB00503,INTERACT,DB11698
DB00503,INTERACT,DB11723
DB00503,INTERACT,DB11780
DB00503,INTERACT,DB11824
DB00503,INTERACT,DB11898
DB00503,INTERACT,DB11950
DB00503,INTERACT,DB11992
DB00503,INTERACT,DB12268
DB00503,INTERACT,DB12412
DB00503,INTERACT,DB12417
DB00503,INTERACT,DB12625
DB00503,INTERACT,DB12713
DB00503,INTERACT,DB12935
DB00503,INTERACT,DB13406
DB00503,INTERACT,DB13446
DB00503,INTERACT,DB13675
DB00503,INTERACT,DB13928
DB00503,INTERACT,DB14027
DB00503,INTERACT,DB14035
DB00503,INTERACT,DB15171
DB00503,INTERACT,DB15217
DB00503,INTERACT,DB00263
DB00503,INTERACT,DB13679
DB00503,INTERACT,DB00752
DB00503,INTERACT,DB12693
DB00503,INTERACT,DB14010
DB00503,INTERACT,DB00726
DB00503,INTERACT,DB12070
DB00503,INTERACT,DB00501
DB00503,INTERACT,DB00738
DB00503,INTERACT,DB00850
DB00503,INTERACT,DB06770
DB00503,INTERACT,DB01069
DB00503,INTERACT,DB09167
DB00503,INTERACT,DB00182
DB00503,INTERACT,DB00187
DB00503,INTERACT,DB00245
DB00503,INTERACT,DB00335
DB00503,INTERACT,DB00409
DB00503,INTERACT,DB00592
DB00503,INTERACT,DB00737
DB00503,INTERACT,DB00805
DB00503,INTERACT,DB00866
DB00503,INTERACT,DB00914
DB00503,INTERACT,DB00933
DB00503,INTERACT,DB00960
DB00503,INTERACT,DB00983
DB00503,INTERACT,DB01071
DB00503,INTERACT,DB01075
DB00503,INTERACT,DB01079
DB00503,INTERACT,DB01171
DB00503,INTERACT,DB01177
DB00503,INTERACT,DB01193
DB00503,INTERACT,DB01203
DB00503,INTERACT,DB01228
DB00503,INTERACT,DB01255
DB00503,INTERACT,DB01274
DB00503,INTERACT,DB01295
DB00503,INTERACT,DB01297
DB00503,INTERACT,DB01359
DB00503,INTERACT,DB01429
DB00503,INTERACT,DB01454
DB00503,INTERACT,DB01472
DB00503,INTERACT,DB01576
DB00503,INTERACT,DB01580
DB00503,INTERACT,DB04840
DB00503,INTERACT,DB04844
DB00503,INTERACT,DB04846
DB00503,INTERACT,DB06217
DB00503,INTERACT,DB06506
DB00503,INTERACT,DB06608
DB00503,INTERACT,DB06678
DB00503,INTERACT,DB06726
DB00503,INTERACT,DB06727
DB00503,INTERACT,DB06735
DB00503,INTERACT,DB08807
DB00503,INTERACT,DB08808
DB00503,INTERACT,DB08952
DB00503,INTERACT,DB09076
DB00503,INTERACT,DB09204
DB00503,INTERACT,DB09351
DB00503,INTERACT,DB11770
DB00503,INTERACT,DB11785
DB00503,INTERACT,DB12212
DB00503,INTERACT,DB12752
DB00503,INTERACT,DB13443
DB00503,INTERACT,DB13508
DB00503,INTERACT,DB13530
DB00503,INTERACT,DB13757
DB00503,INTERACT,DB13775
DB00503,INTERACT,DB06729
DB00503,INTERACT,DB06819
DB00503,INTERACT,DB13174
DB00503,INTERACT,DB00679
DB00503,INTERACT,DB01403
DB00503,INTERACT,DB00598
DB00503,INTERACT,DB00489
DB00503,INTERACT,DB00532
DB00503,INTERACT,DB00543
DB00503,INTERACT,DB01035
DB00503,INTERACT,DB00195
DB00503,INTERACT,DB00334
DB00503,INTERACT,DB00934
DB00503,INTERACT,DB01191
DB00503,INTERACT,DB04948
DB00503,INTERACT,DB09173
DB00503,INTERACT,DB04889
DB00503,INTERACT,DB09241
DB00503,INTERACT,DB00574
DB00503,INTERACT,DB01151
DB00503,INTERACT,DB00264
DB00503,INTERACT,DB00476
DB00503,INTERACT,DB01086
DB00503,INTERACT,DB00208
DB00503,INTERACT,DB08909
DB00503,INTERACT,DB00197
DB00503,INTERACT,DB00214
DB00503,INTERACT,DB00554
DB00503,INTERACT,DB00613
DB00503,INTERACT,DB00788
DB00503,INTERACT,DB00799
DB00503,INTERACT,DB00818
DB00503,INTERACT,DB01029
DB00503,INTERACT,DB01124
DB00503,INTERACT,DB04725
DB00503,INTERACT,DB05229
DB00503,INTERACT,DB06210
DB00503,INTERACT,DB06510
DB00503,INTERACT,DB09080
DB00503,INTERACT,DB09213
DB00503,INTERACT,DB00465
DB00503,INTERACT,DB01217
DB00503,INTERACT,DB08502
DB00503,INTERACT,DB00714
DB00503,INTERACT,DB00641
DB00503,INTERACT,DB11642
DB00503,INTERACT,DB00158
DB00503,INTERACT,DB00242
DB00503,INTERACT,DB00437
DB00503,INTERACT,DB00631
DB00503,INTERACT,DB00698
DB00503,INTERACT,DB00740
DB00503,INTERACT,DB00795
DB00503,INTERACT,DB01097
DB00503,INTERACT,DB08880
DB00503,INTERACT,DB09279
DB00503,INTERACT,DB01051
DB00503,INTERACT,DB01094
DB00503,INTERACT,DB01685
DB00503,INTERACT,DB02115
DB00503,INTERACT,DB03467
DB00503,INTERACT,DB08934
DB00503,INTERACT,DB00457
DB00503,INTERACT,DB00669
DB00503,INTERACT,DB00709
DB00503,INTERACT,DB01204
DB00503,INTERACT,DB04690
DB00503,INTERACT,DB00966
DB00503,INTERACT,DB01645
DB00503,INTERACT,DB04216
DB00503,INTERACT,DB04881
DB00503,INTERACT,DB05928
DB00503,INTERACT,DB04348
DB00503,INTERACT,DB06813
DB00503,INTERACT,DB09078
DB00503,INTERACT,DB15442
DB00503,INTERACT,DB11800
DB00503,INTERACT,DB11827
DB00503,INTERACT,DB11995
DB00503,INTERACT,DB13125
DB00503,INTERACT,DB00196
DB00503,INTERACT,DB00177
DB00503,INTERACT,DB00917
DB00503,INTERACT,DB01053
DB00503,INTERACT,DB01092
DB00503,INTERACT,DB06199
DB00503,INTERACT,DB06721
DB00503,INTERACT,DB08836
DB00503,INTERACT,DB08862
DB00503,INTERACT,DB08884
DB00503,INTERACT,DB09137
DB00503,INTERACT,DB00520
