from_dbid,relation,to_dbid
DB12010,INTERACT,DB06589
DB12010,INTERACT,DB08881
DB12010,INTERACT,DB08901
DB12010,INTERACT,DB08912
DB12010,INTERACT,DB09073
DB12010,INTERACT,DB09330
DB12010,INTERACT,DB11581
DB12010,INTERACT,DB11963
DB12010,INTERACT,DB12001
DB12010,INTERACT,DB12267
DB12010,INTERACT,DB12483
DB12010,INTERACT,DB00773
DB12010,INTERACT,DB06626
DB12010,INTERACT,DB13874
DB12010,INTERACT,DB00398
DB12010,INTERACT,DB08896
DB12010,INTERACT,DB05239
DB12010,INTERACT,DB09063
DB12010,INTERACT,DB00091
DB12010,INTERACT,DB00204
DB12010,INTERACT,DB00564
DB12010,INTERACT,DB00877
DB12010,INTERACT,DB00908
DB12010,INTERACT,DB00946
DB12010,INTERACT,DB01008
DB12010,INTERACT,DB01100
DB12010,INTERACT,DB01223
DB12010,INTERACT,DB01229
DB12010,INTERACT,DB01254
DB12010,INTERACT,DB01396
DB12010,INTERACT,DB01590
DB12010,INTERACT,DB04855
DB12010,INTERACT,DB06287
DB12010,INTERACT,DB09289
DB12010,INTERACT,DB01320
DB12010,INTERACT,DB09054
DB12010,INTERACT,DB00575
DB12010,INTERACT,DB00320
DB12010,INTERACT,DB00540
DB12010,INTERACT,DB00637
DB12010,INTERACT,DB08827
DB12010,INTERACT,DB12371
DB12010,INTERACT,DB00361
DB12010,INTERACT,DB00570
DB12010,INTERACT,DB01248
DB12010,INTERACT,DB04572
DB12010,INTERACT,DB05109
DB12010,INTERACT,DB05294
DB12010,INTERACT,DB11363
DB12010,INTERACT,DB11641
DB12010,INTERACT,DB11703
DB12010,INTERACT,DB15035
DB12010,INTERACT,DB00188
DB12010,INTERACT,DB00248
DB12010,INTERACT,DB00309
DB12010,INTERACT,DB00530
DB12010,INTERACT,DB01181
DB12010,INTERACT,DB01268
DB12010,INTERACT,DB04845
DB12010,INTERACT,DB06603
DB12010,INTERACT,DB06616
DB12010,INTERACT,DB08865
DB12010,INTERACT,DB08870
DB12010,INTERACT,DB08877
DB12010,INTERACT,DB09143
DB12010,INTERACT,DB09570
DB12010,INTERACT,DB11828
DB12010,INTERACT,DB12147
DB12010,INTERACT,DB12978
DB12010,INTERACT,DB14568
DB12010,INTERACT,DB01242
DB12010,INTERACT,DB00277
DB12010,INTERACT,DB06176
DB12010,INTERACT,DB06212
DB12010,INTERACT,DB08910
DB12010,INTERACT,DB09074
DB12010,INTERACT,DB11817
DB12010,INTERACT,DB00531
DB12010,INTERACT,DB01128
DB12010,INTERACT,DB01227
DB12010,INTERACT,DB05773
DB12010,INTERACT,DB06772
DB12010,INTERACT,DB00313
DB12010,INTERACT,DB01024
DB12010,INTERACT,DB11967
DB12010,INTERACT,DB05015
DB12010,INTERACT,DB00784
DB12010,INTERACT,DB00861
DB12010,INTERACT,DB01609
DB12010,INTERACT,DB13609
DB12010,INTERACT,DB09241
DB12010,INTERACT,DB04552
DB12010,INTERACT,DB09061
DB12010,INTERACT,DB06480
DB12010,INTERACT,DB00017
DB12010,INTERACT,DB00024
DB12010,INTERACT,DB00066
DB12010,INTERACT,DB00279
DB12010,INTERACT,DB00389
DB12010,INTERACT,DB00550
DB12010,INTERACT,DB01583
DB12010,INTERACT,DB03374
DB12010,INTERACT,DB03604
DB12010,INTERACT,DB05084
DB12010,INTERACT,DB05829
DB12010,INTERACT,DB06285
DB12010,INTERACT,DB06715
DB12010,INTERACT,DB07637
DB12010,INTERACT,DB09100
DB12010,INTERACT,DB09418
DB12010,INTERACT,DB09421
DB12010,INTERACT,DB12629
DB12010,INTERACT,DB13644
DB12010,INTERACT,DB13742
DB12010,INTERACT,DB13804
DB12010,INTERACT,DB15263
DB12010,INTERACT,DB00451
DB12010,INTERACT,DB11986
DB12010,INTERACT,DB00388
DB12010,INTERACT,DB06119
DB12010,INTERACT,DB00193
DB12010,INTERACT,DB12612
DB12010,INTERACT,DB11652
DB12010,INTERACT,DB15762
DB12010,INTERACT,DB15569
DB12010,INTERACT,DB00270
DB12010,INTERACT,DB00343
DB12010,INTERACT,DB06712
DB12010,INTERACT,DB09227
DB12010,INTERACT,DB00176
DB12010,INTERACT,DB00196
DB12010,INTERACT,DB00199
DB12010,INTERACT,DB00537
DB12010,INTERACT,DB00673
DB12010,INTERACT,DB00951
DB12010,INTERACT,DB01087
DB12010,INTERACT,DB01110
DB12010,INTERACT,DB04832
DB12010,INTERACT,DB04896
DB12010,INTERACT,DB05812
DB12010,INTERACT,DB06636
DB12010,INTERACT,DB06700
DB12010,INTERACT,DB06731
DB12010,INTERACT,DB08953
DB12010,INTERACT,DB09231
DB12010,INTERACT,DB14019
DB12010,INTERACT,DB01118
DB12010,INTERACT,DB01072
DB12010,INTERACT,DB11730
DB12010,INTERACT,DB00763
DB12010,INTERACT,DB04868
DB12010,INTERACT,DB01149
DB12010,INTERACT,DB01183
DB12010,INTERACT,DB09101
DB12010,INTERACT,DB00696
DB12010,INTERACT,DB06595
DB12010,INTERACT,DB00872
DB12010,INTERACT,DB00342
DB12010,INTERACT,DB00582
DB12010,INTERACT,DB01406
DB12010,INTERACT,DB00220
DB12010,INTERACT,DB00224
DB12010,INTERACT,DB00625
DB12010,INTERACT,DB00701
DB12010,INTERACT,DB00705
DB12010,INTERACT,DB00836
DB12010,INTERACT,DB00932
DB12010,INTERACT,DB00976
DB12010,INTERACT,DB01026
DB12010,INTERACT,DB01167
DB12010,INTERACT,DB01211
DB12010,INTERACT,DB01232
DB12010,INTERACT,DB01263
DB12010,INTERACT,DB01264
DB12010,INTERACT,DB02520
DB12010,INTERACT,DB05521
DB12010,INTERACT,DB06448
DB12010,INTERACT,DB08873
DB12010,INTERACT,DB09065
DB12010,INTERACT,DB09118
DB12010,INTERACT,DB11779
DB12010,INTERACT,DB13179
DB12010,INTERACT,DB11672
DB01601,INTERACT,DB08916
DB01601,INTERACT,DB06616
DB01601,INTERACT,DB09075
DB01601,INTERACT,DB09027
DB01601,INTERACT,DB09049
DB01601,INTERACT,DB06589
DB01601,INTERACT,DB06480
DB01601,INTERACT,DB01220
DB01601,INTERACT,DB00604
DB01601,INTERACT,DB01211
DB01601,INTERACT,DB00531
DB01601,INTERACT,DB00333
DB01601,INTERACT,DB00404
DB01601,INTERACT,DB00529
DB01601,INTERACT,DB00742
DB01601,INTERACT,DB00559
DB01601,INTERACT,DB00570
DB01601,INTERACT,DB00541
DB01601,INTERACT,DB11641
DB01601,INTERACT,DB00309
DB01601,INTERACT,DB00361
DB01601,INTERACT,DB05168
DB01601,INTERACT,DB13374
DB01601,INTERACT,DB00615
DB01601,INTERACT,DB00625
DB01601,INTERACT,DB08735
DB01601,INTERACT,DB08736
DB01601,INTERACT,DB00864
DB01601,INTERACT,DB00468
DB01601,INTERACT,DB00908
DB01601,INTERACT,DB01026
DB01601,INTERACT,DB01232
DB01601,INTERACT,DB09272
DB01601,INTERACT,DB00159
DB01601,INTERACT,DB00229
DB01601,INTERACT,DB00244
DB01601,INTERACT,DB00267
DB01601,INTERACT,DB00274
DB01601,INTERACT,DB00384
DB01601,INTERACT,DB00430
DB01601,INTERACT,DB00447
DB01601,INTERACT,DB00456
DB01601,INTERACT,DB00461
DB01601,INTERACT,DB00469
DB01601,INTERACT,DB00493
DB01601,INTERACT,DB00500
DB01601,INTERACT,DB00573
DB01601,INTERACT,DB00605
DB01601,INTERACT,DB00626
DB01601,INTERACT,DB00689
DB01601,INTERACT,DB00718
DB01601,INTERACT,DB00821
DB01601,INTERACT,DB00903
DB01601,INTERACT,DB00923
DB01601,INTERACT,DB00936
DB01601,INTERACT,DB01014
DB01601,INTERACT,DB01066
DB01601,INTERACT,DB01111
DB01601,INTERACT,DB01112
DB01601,INTERACT,DB01139
DB01601,INTERACT,DB01150
DB01601,INTERACT,DB01250
DB01601,INTERACT,DB01283
DB01601,INTERACT,DB01326
DB01601,INTERACT,DB01327
DB01601,INTERACT,DB01328
DB01601,INTERACT,DB01329
DB01601,INTERACT,DB01331
DB01601,INTERACT,DB01332
DB01601,INTERACT,DB01397
DB01601,INTERACT,DB01399
DB01601,INTERACT,DB01401
DB01601,INTERACT,DB01413
DB01601,INTERACT,DB01414
DB01601,INTERACT,DB01416
DB01601,INTERACT,DB01419
DB01601,INTERACT,DB01600
DB01601,INTERACT,DB02247
DB01601,INTERACT,DB03450
DB01601,INTERACT,DB03585
DB01601,INTERACT,DB04570
DB01601,INTERACT,DB04812
DB01601,INTERACT,DB04918
DB01601,INTERACT,DB05095
DB01601,INTERACT,DB06590
DB01601,INTERACT,DB06725
DB01601,INTERACT,DB06737
DB01601,INTERACT,DB07402
DB01601,INTERACT,DB08797
DB01601,INTERACT,DB08940
DB01601,INTERACT,DB08942
DB01601,INTERACT,DB08951
DB01601,INTERACT,DB08955
DB01601,INTERACT,DB08976
DB01601,INTERACT,DB08981
DB01601,INTERACT,DB08984
DB01601,INTERACT,DB08991
DB01601,INTERACT,DB09008
DB01601,INTERACT,DB09062
DB01601,INTERACT,DB09215
DB01601,INTERACT,DB09217
DB01601,INTERACT,DB09218
DB01601,INTERACT,DB09285
DB01601,INTERACT,DB09295
DB01601,INTERACT,DB11455
DB01601,INTERACT,DB11518
DB01601,INTERACT,DB11935
DB01601,INTERACT,DB12445
DB01601,INTERACT,DB12545
DB01601,INTERACT,DB13001
DB01601,INTERACT,DB13217
DB01601,INTERACT,DB13232
DB01601,INTERACT,DB13266
DB01601,INTERACT,DB13286
DB01601,INTERACT,DB13314
DB01601,INTERACT,DB13371
DB01601,INTERACT,DB13407
DB01601,INTERACT,DB13432
DB01601,INTERACT,DB13461
DB01601,INTERACT,DB13470
DB01601,INTERACT,DB13481
DB01601,INTERACT,DB13499
DB01601,INTERACT,DB13504
DB01601,INTERACT,DB13524
DB01601,INTERACT,DB13527
DB01601,INTERACT,DB13538
DB01601,INTERACT,DB13544
DB01601,INTERACT,DB13612
DB01601,INTERACT,DB13629
DB01601,INTERACT,DB13638
DB01601,INTERACT,DB13649
DB01601,INTERACT,DB13657
DB01601,INTERACT,DB13667
DB01601,INTERACT,DB13682
DB01601,INTERACT,DB13722
DB01601,INTERACT,DB13778
DB01601,INTERACT,DB13783
DB01601,INTERACT,DB13821
DB01601,INTERACT,DB13860
DB01601,INTERACT,DB13868
DB01601,INTERACT,DB14059
DB01601,INTERACT,DB14060
DB01601,INTERACT,DB00369
DB01601,INTERACT,DB00438
DB01601,INTERACT,DB00577
DB01601,INTERACT,DB00695
DB01601,INTERACT,DB00712
DB01601,INTERACT,DB00749
DB01601,INTERACT,DB00787
DB01601,INTERACT,DB00833
DB01601,INTERACT,DB00861
DB01601,INTERACT,DB00887
DB01601,INTERACT,DB00939
DB01601,INTERACT,DB00991
DB01601,INTERACT,DB01009
DB01601,INTERACT,DB01140
DB01601,INTERACT,DB01212
DB01601,INTERACT,DB01330
DB01601,INTERACT,DB01415
DB01601,INTERACT,DB06736
DB01601,INTERACT,DB09084
DB01601,INTERACT,DB09214
DB01601,INTERACT,DB11367
DB01601,INTERACT,DB13167
DB01601,INTERACT,DB01438
DB01601,INTERACT,DB00784
DB01601,INTERACT,DB15066
DB01601,INTERACT,DB00945
DB01601,INTERACT,DB00554
DB01601,INTERACT,DB01333
DB01601,INTERACT,DB00465
DB01601,INTERACT,DB00681
DB01601,INTERACT,DB00788
DB01601,INTERACT,DB00812
DB01601,INTERACT,DB04817
DB01601,INTERACT,DB09213
DB01601,INTERACT,DB01356
DB01601,INTERACT,DB14507
DB01601,INTERACT,DB09212
DB01601,INTERACT,DB00452
DB01601,INTERACT,DB01421
DB01601,INTERACT,DB04263
DB01601,INTERACT,DB04626
DB01601,INTERACT,DB04808
DB01601,INTERACT,DB08437
DB01601,INTERACT,DB11512
DB01601,INTERACT,DB11520
DB01601,INTERACT,DB04552
DB01601,INTERACT,DB00738
DB01601,INTERACT,DB00007
DB01601,INTERACT,DB00014
DB01601,INTERACT,DB00537
DB01601,INTERACT,DB00743
DB01601,INTERACT,DB01137
DB01601,INTERACT,DB04948
DB01601,INTERACT,DB06402
DB01601,INTERACT,DB09224
DB01601,INTERACT,DB00218
DB01601,INTERACT,DB00391
DB01601,INTERACT,DB00450
DB01601,INTERACT,DB00556
DB01601,INTERACT,DB00572
DB01601,INTERACT,DB00640
DB01601,INTERACT,DB00748
DB01601,INTERACT,DB00779
DB01601,INTERACT,DB00827
DB01601,INTERACT,DB00922
DB01601,INTERACT,DB00933
DB01601,INTERACT,DB00967
DB01601,INTERACT,DB00978
DB01601,INTERACT,DB00985
DB01601,INTERACT,DB01113
DB01601,INTERACT,DB01155
DB01601,INTERACT,DB01165
DB01601,INTERACT,DB01195
DB01601,INTERACT,DB01599
DB01601,INTERACT,DB01615
DB01601,INTERACT,DB02638
DB01601,INTERACT,DB05223
DB01601,INTERACT,DB05488
DB01601,INTERACT,DB06160
DB01601,INTERACT,DB06200
DB01601,INTERACT,DB06334
DB01601,INTERACT,DB06600
DB01601,INTERACT,DB08799
DB01601,INTERACT,DB09016
DB01601,INTERACT,DB11640
DB01601,INTERACT,DB11830
DB01601,INTERACT,DB11841
DB01601,INTERACT,DB12174
DB01601,INTERACT,DB12286
DB01601,INTERACT,DB12376
DB01601,INTERACT,DB12523
DB01601,INTERACT,DB12565
DB01601,INTERACT,DB12877
DB01601,INTERACT,DB13261
DB01601,INTERACT,DB13273
DB01601,INTERACT,DB13546
DB01601,INTERACT,DB13652
DB01601,INTERACT,DB13653
DB01601,INTERACT,DB13679
DB01601,INTERACT,DB01084
DB01601,INTERACT,DB00308
DB01601,INTERACT,DB00283
DB01601,INTERACT,DB00489
DB01601,INTERACT,DB00679
DB01601,INTERACT,DB00685
DB01601,INTERACT,DB00875
DB01601,INTERACT,DB00907
DB01601,INTERACT,DB01208
DB01601,INTERACT,DB01405
DB01601,INTERACT,DB04844
DB01601,INTERACT,DB00261
DB01601,INTERACT,DB12364
DB01601,INTERACT,DB08881
DB01601,INTERACT,DB11637
DB01601,INTERACT,DB11633
DB01601,INTERACT,DB00950
DB01601,INTERACT,DB00882
DB01601,INTERACT,DB08930
DB01601,INTERACT,DB09161
DB01601,INTERACT,DB11869
DB01601,INTERACT,DB11995
DB01601,INTERACT,DB12455
DB01601,INTERACT,DB12836
DB01601,INTERACT,DB13125
DB01601,INTERACT,DB00080
DB01601,INTERACT,DB09241
DB01601,INTERACT,DB11732
DB01601,INTERACT,DB01079
DB01601,INTERACT,DB09076
DB01601,INTERACT,DB11770
DB01601,INTERACT,DB09078
DB01601,INTERACT,DB15719
DB01601,INTERACT,DB15442
DB01601,INTERACT,DB11800
DB01601,INTERACT,DB16222
DB01601,INTERACT,DB00705
DB01601,INTERACT,DB00282
DB01601,INTERACT,DB00399
DB01601,INTERACT,DB00630
DB01601,INTERACT,DB00720
DB01601,INTERACT,DB00884
DB01601,INTERACT,DB01077
DB01601,INTERACT,DB01133
DB01601,INTERACT,DB06255
DB01601,INTERACT,DB06695
DB01601,INTERACT,DB11943
DB01601,INTERACT,DB00230
DB01601,INTERACT,DB00245
DB01601,INTERACT,DB00289
DB01601,INTERACT,DB00341
DB01601,INTERACT,DB00373
DB01601,INTERACT,DB00871
DB01601,INTERACT,DB00915
DB01601,INTERACT,DB00934
DB01601,INTERACT,DB01001
DB01601,INTERACT,DB01069
DB01601,INTERACT,DB01274
DB01601,INTERACT,DB04953
DB01601,INTERACT,DB09488
DB01601,INTERACT,DB00104
DB01601,INTERACT,DB00107
DB01601,INTERACT,DB00187
DB01601,INTERACT,DB00334
DB01601,INTERACT,DB00344
DB01601,INTERACT,DB00354
DB01601,INTERACT,DB00366
DB01601,INTERACT,DB00374
DB01601,INTERACT,DB00405
DB01601,INTERACT,DB00424
DB01601,INTERACT,DB00427
DB01601,INTERACT,DB00434
DB01601,INTERACT,DB00467
DB01601,INTERACT,DB00487
DB01601,INTERACT,DB00543
DB01601,INTERACT,DB00613
DB01601,INTERACT,DB00680
DB01601,INTERACT,DB00691
DB01601,INTERACT,DB00697
DB01601,INTERACT,DB00710
DB01601,INTERACT,DB00714
DB01601,INTERACT,DB00719
DB01601,INTERACT,DB00753
DB01601,INTERACT,DB00817
DB01601,INTERACT,DB00818
DB01601,INTERACT,DB00835
DB01601,INTERACT,DB00916
DB01601,INTERACT,DB00927
DB01601,INTERACT,DB00983
DB01601,INTERACT,DB00999
DB01601,INTERACT,DB01044
DB01601,INTERACT,DB01059
DB01601,INTERACT,DB01071
DB01601,INTERACT,DB01075
DB01601,INTERACT,DB01106
DB01601,INTERACT,DB01158
DB01601,INTERACT,DB01176
DB01601,INTERACT,DB01189
DB01601,INTERACT,DB01228
DB01601,INTERACT,DB01236
DB01601,INTERACT,DB01239
DB01601,INTERACT,DB01246
DB01601,INTERACT,DB01403
DB01601,INTERACT,DB01426
DB01601,INTERACT,DB01620
DB01601,INTERACT,DB01623
DB01601,INTERACT,DB04576
DB01601,INTERACT,DB04695
DB01601,INTERACT,DB04846
DB01601,INTERACT,DB05246
DB01601,INTERACT,DB05465
DB01601,INTERACT,DB06217
DB01601,INTERACT,DB06288
DB01601,INTERACT,DB06468
DB01601,INTERACT,DB06663
DB01601,INTERACT,DB06691
DB01601,INTERACT,DB06699
DB01601,INTERACT,DB06719
DB01601,INTERACT,DB06788
DB01601,INTERACT,DB06825
DB01601,INTERACT,DB07780
DB01601,INTERACT,DB07841
DB01601,INTERACT,DB08808
DB01601,INTERACT,DB08936
DB01601,INTERACT,DB08972
DB01601,INTERACT,DB09080
DB01601,INTERACT,DB09167
DB01601,INTERACT,DB11390
DB01601,INTERACT,DB11397
DB01601,INTERACT,DB11408
DB01601,INTERACT,DB11412
DB01601,INTERACT,DB11443
DB01601,INTERACT,DB11448
DB01601,INTERACT,DB11491
DB01601,INTERACT,DB11511
DB01601,INTERACT,DB11591
DB01601,INTERACT,DB11774
DB01601,INTERACT,DB11785
DB01601,INTERACT,DB11891
DB01601,INTERACT,DB11892
DB01601,INTERACT,DB12231
DB01601,INTERACT,DB12645
DB01601,INTERACT,DB12712
DB01601,INTERACT,DB12766
DB01601,INTERACT,DB13358
DB01601,INTERACT,DB13555
DB01601,INTERACT,DB13627
DB01601,INTERACT,DB13651
DB01601,INTERACT,DB13744
DB01601,INTERACT,DB13772
DB01601,INTERACT,DB13823
DB01601,INTERACT,DB14713
DB01601,INTERACT,DB00845
DB01601,INTERACT,DB08952
DB01601,INTERACT,DB05889
DB01601,INTERACT,DB11760
DB01601,INTERACT,DB00726
DB01601,INTERACT,DB11967
DB01601,INTERACT,DB09046
DB01601,INTERACT,DB00300
DB01601,INTERACT,DB09299
DB01601,INTERACT,DB14126
DB01601,INTERACT,DB00781
DB01601,INTERACT,DB00656
DB01601,INTERACT,DB12825
DB01601,INTERACT,DB01394
DB01601,INTERACT,DB14975
DB01601,INTERACT,DB01098
DB01601,INTERACT,DB09237
DB01601,INTERACT,DB00557
DB01601,INTERACT,DB01118
DB01601,INTERACT,DB00246
DB01601,INTERACT,DB00994
DB01601,INTERACT,DB00224
DB01601,INTERACT,DB00346
DB01601,INTERACT,DB00243
DB01601,INTERACT,DB04855
DB01601,INTERACT,DB11718
DB01601,INTERACT,DB14568
DB01601,INTERACT,DB11581
DB01601,INTERACT,DB09053
DB01601,INTERACT,DB06228
DB01601,INTERACT,DB06636
DB01601,INTERACT,DB08815
DB01601,INTERACT,DB01100
DB01601,INTERACT,DB00381
DB01601,INTERACT,DB00401
DB01601,INTERACT,DB00270
DB01601,INTERACT,DB00393
DB01601,INTERACT,DB00622
DB01601,INTERACT,DB01115
DB01601,INTERACT,DB04920
DB01601,INTERACT,DB01023
DB01601,INTERACT,DB00247
DB01601,INTERACT,DB11273
DB01601,INTERACT,DB13345
DB01601,INTERACT,DB13385
DB01601,INTERACT,DB00248
DB01601,INTERACT,DB00353
DB01601,INTERACT,DB00589
DB01601,INTERACT,DB00699
DB01601,INTERACT,DB01049
DB01601,INTERACT,DB01186
DB01601,INTERACT,DB01253
DB01601,INTERACT,DB04829
DB01601,INTERACT,DB13399
DB01601,INTERACT,DB13520
DB01601,INTERACT,DB01200
DB01601,INTERACT,DB00320
DB01601,INTERACT,DB00696
DB01601,INTERACT,DB11979
DB01601,INTERACT,DB11574
DB01601,INTERACT,DB09297
DB01601,INTERACT,DB12026
DB01601,INTERACT,DB06290
DB01601,INTERACT,DB13879
DB01601,INTERACT,DB08934
DB01601,INTERACT,DB13878
DB01601,INTERACT,DB09183
DB01601,INTERACT,DB09296
DB01601,INTERACT,DB11613
DB01601,INTERACT,DB00227
DB01601,INTERACT,DB00641
DB01601,INTERACT,DB08827
DB01601,INTERACT,DB08870
DB01601,INTERACT,DB01030
DB01601,INTERACT,DB01590
DB01601,INTERACT,DB00997
DB01601,INTERACT,DB00795
DB01601,INTERACT,DB11466
DB01601,INTERACT,DB00859
DB01601,INTERACT,DB00515
DB01601,INTERACT,DB00642
DB01601,INTERACT,DB00091
DB01601,INTERACT,DB00877
DB01601,INTERACT,DB06287
DB01601,INTERACT,DB00970
DB01601,INTERACT,DB05015
DB01601,INTERACT,DB00081
DB01601,INTERACT,DB00262
DB01601,INTERACT,DB00290
DB01601,INTERACT,DB00322
DB01601,INTERACT,DB00380
DB01601,INTERACT,DB00432
DB01601,INTERACT,DB00441
DB01601,INTERACT,DB00552
DB01601,INTERACT,DB00631
DB01601,INTERACT,DB00851
DB01601,INTERACT,DB00928
DB01601,INTERACT,DB00958
DB01601,INTERACT,DB00993
DB01601,INTERACT,DB01024
DB01601,INTERACT,DB01099
DB01601,INTERACT,DB01101
DB01601,INTERACT,DB06813
DB01601,INTERACT,DB09091
DB01601,INTERACT,DB01041
DB01601,INTERACT,DB01097
DB01601,INTERACT,DB00563
DB01601,INTERACT,DB08910
DB01601,INTERACT,DB11817
DB01601,INTERACT,DB00853
DB01601,INTERACT,DB01008
DB01601,INTERACT,DB00687
DB01601,INTERACT,DB01108
DB01601,INTERACT,DB09378
DB01601,INTERACT,DB11529
DB01601,INTERACT,DB15091
DB01601,INTERACT,DB00328
DB01601,INTERACT,DB00688
DB01601,INTERACT,DB01229
DB01601,INTERACT,DB00005
DB01601,INTERACT,DB00008
DB01601,INTERACT,DB00011
DB01601,INTERACT,DB00018
DB01601,INTERACT,DB00022
DB01601,INTERACT,DB00026
DB01601,INTERACT,DB00033
DB01601,INTERACT,DB00034
DB01601,INTERACT,DB00041
DB01601,INTERACT,DB00051
DB01601,INTERACT,DB00056
DB01601,INTERACT,DB00059
DB01601,INTERACT,DB00065
DB01601,INTERACT,DB00068
DB01601,INTERACT,DB00069
DB01601,INTERACT,DB00072
DB01601,INTERACT,DB00073
DB01601,INTERACT,DB00074
DB01601,INTERACT,DB00075
DB01601,INTERACT,DB00078
DB01601,INTERACT,DB00087
DB01601,INTERACT,DB00092
DB01601,INTERACT,DB00095
DB01601,INTERACT,DB00098
DB01601,INTERACT,DB00105
DB01601,INTERACT,DB00108
DB01601,INTERACT,DB00111
DB01601,INTERACT,DB00120
DB01601,INTERACT,DB00180
DB01601,INTERACT,DB00188
DB01601,INTERACT,DB00223
DB01601,INTERACT,DB00240
DB01601,INTERACT,DB00242
DB01601,INTERACT,DB00253
DB01601,INTERACT,DB00276
DB01601,INTERACT,DB00288
DB01601,INTERACT,DB00291
DB01601,INTERACT,DB00293
DB01601,INTERACT,DB00305
DB01601,INTERACT,DB00307
DB01601,INTERACT,DB00324
DB01601,INTERACT,DB00337
DB01601,INTERACT,DB00352
DB01601,INTERACT,DB00394
DB01601,INTERACT,DB00398
DB01601,INTERACT,DB00428
DB01601,INTERACT,DB00443
DB01601,INTERACT,DB00444
DB01601,INTERACT,DB00445
DB01601,INTERACT,DB00446
DB01601,INTERACT,DB00480
DB01601,INTERACT,DB00488
DB01601,INTERACT,DB00526
DB01601,INTERACT,DB00544
DB01601,INTERACT,DB00547
DB01601,INTERACT,DB00550
DB01601,INTERACT,DB00591
DB01601,INTERACT,DB00596
DB01601,INTERACT,DB00601
DB01601,INTERACT,DB00619
DB01601,INTERACT,DB00620
DB01601,INTERACT,DB00635
DB01601,INTERACT,DB00663
DB01601,INTERACT,DB00694
DB01601,INTERACT,DB00724
DB01601,INTERACT,DB00741
DB01601,INTERACT,DB00755
DB01601,INTERACT,DB00763
DB01601,INTERACT,DB00764
DB01601,INTERACT,DB00773
DB01601,INTERACT,DB00838
DB01601,INTERACT,DB00846
DB01601,INTERACT,DB00860
DB01601,INTERACT,DB00888
DB01601,INTERACT,DB00896
DB01601,INTERACT,DB00959
DB01601,INTERACT,DB00987
DB01601,INTERACT,DB01005
DB01601,INTERACT,DB01013
DB01601,INTERACT,DB01033
DB01601,INTERACT,DB01042
DB01601,INTERACT,DB01047
DB01601,INTERACT,DB01073
DB01601,INTERACT,DB01130
DB01601,INTERACT,DB01168
DB01601,INTERACT,DB01169
DB01601,INTERACT,DB01177
DB01601,INTERACT,DB01181
DB01601,INTERACT,DB01196
DB01601,INTERACT,DB01204
DB01601,INTERACT,DB01206
DB01601,INTERACT,DB01222
DB01601,INTERACT,DB01234
DB01601,INTERACT,DB01248
DB01601,INTERACT,DB01257
DB01601,INTERACT,DB01260
DB01601,INTERACT,DB01262
DB01601,INTERACT,DB01268
DB01601,INTERACT,DB01280
DB01601,INTERACT,DB01281
DB01601,INTERACT,DB01285
DB01601,INTERACT,DB01380
DB01601,INTERACT,DB01384
DB01601,INTERACT,DB01410
DB01601,INTERACT,DB01423
DB01601,INTERACT,DB01611
DB01601,INTERACT,DB01816
DB01601,INTERACT,DB02546
DB01601,INTERACT,DB02806
DB01601,INTERACT,DB03523
DB01601,INTERACT,DB04572
DB01601,INTERACT,DB04630
DB01601,INTERACT,DB04845
DB01601,INTERACT,DB04951
DB01601,INTERACT,DB04956
DB01601,INTERACT,DB05258
DB01601,INTERACT,DB05259
DB01601,INTERACT,DB05260
DB01601,INTERACT,DB05459
DB01601,INTERACT,DB05472
DB01601,INTERACT,DB05676
DB01601,INTERACT,DB06168
DB01601,INTERACT,DB06273
DB01601,INTERACT,DB06372
DB01601,INTERACT,DB06612
DB01601,INTERACT,DB06643
DB01601,INTERACT,DB06662
DB01601,INTERACT,DB06674
DB01601,INTERACT,DB06681
DB01601,INTERACT,DB06769
DB01601,INTERACT,DB06781
DB01601,INTERACT,DB06786
DB01601,INTERACT,DB08059
DB01601,INTERACT,DB08868
DB01601,INTERACT,DB08871
DB01601,INTERACT,DB08879
DB01601,INTERACT,DB08880
DB01601,INTERACT,DB08889
DB01601,INTERACT,DB08904
DB01601,INTERACT,DB08906
DB01601,INTERACT,DB08908
DB01601,INTERACT,DB08935
DB01601,INTERACT,DB08970
DB01601,INTERACT,DB08971
DB01601,INTERACT,DB09029
DB01601,INTERACT,DB09033
DB01601,INTERACT,DB09036
DB01601,INTERACT,DB09052
DB01601,INTERACT,DB09054
DB01601,INTERACT,DB09077
DB01601,INTERACT,DB09082
DB01601,INTERACT,DB09095
DB01601,INTERACT,DB09122
DB01601,INTERACT,DB09312
DB01601,INTERACT,DB09383
DB01601,INTERACT,DB11487
DB01601,INTERACT,DB11569
DB01601,INTERACT,DB11580
DB01601,INTERACT,DB11616
DB01601,INTERACT,DB11708
DB01601,INTERACT,DB11750
DB01601,INTERACT,DB11767
DB01601,INTERACT,DB11776
DB01601,INTERACT,DB11803
DB01601,INTERACT,DB11834
DB01601,INTERACT,DB11988
DB01601,INTERACT,DB12612
DB01601,INTERACT,DB12617
DB01601,INTERACT,DB12692
DB01601,INTERACT,DB12814
DB01601,INTERACT,DB12902
DB01601,INTERACT,DB12947
DB01601,INTERACT,DB12991
DB01601,INTERACT,DB12996
DB01601,INTERACT,DB13003
DB01601,INTERACT,DB13014
DB01601,INTERACT,DB13068
DB01601,INTERACT,DB13158
DB01601,INTERACT,DB13208
